"Sample Name","Alpha (ug/g)","Beta (ug/g)","Lut (ug/g)","Lycopene (ug/g)","Phyto (ug/g)","Zeta (ug/g)","Total (ug/g)","AB.Ratio"
90480,307.98895725,964.15407915,37.25732417,67.92406748,NA,0,NA,34.1447772952074
90481,948.8433626,2075.9456895,181.7392949,154.30349965,115.21869455,0,3140.00774665,16.6435610623688
90482,58.586506065,141.1217495,185.7082555,NA,0,0,199.708255565,1.07538706358156
90483,157.5687838,638.6810119,33.81466579,NA,63.73027721,0,859.98007291,23.5474690373984
90484,226.5314747,1074.640788,71.70071645,67.165473305,163.8251043,0,1464.997367,18.1472700291267
90485,255.89647745,875.96500025,156.2429958,54.736196495,250.31703955,76.07520439,1458.25372164,7.24423819387621
90486,349.67221115,782.94366335,62.447726885,57.909815545,105.61809545,0,1238.23396995,18.1370232512347
90487,424.4759253,1078.4064895,109.1245314,66.81345684,147.2166237,0,1650.0990385,13.7721774885899
90488,385.4523592,829.96909395,98.273815085,56.7267999,109.6799683,0,1325.10142145,12.3677039717929
90489,457.83498255,1127.4815725,142.97443145,63.24450328,238.21026865,43.898505505,1867.425329205,11.0881123217084
90490,306.9105961,930.61074275,83.88419022,24.191284135,171.3791996,0,1408.90053845,14.7527363094809
90491,473.6258452,1446.3945095,112.59509005,88.873089295,148.2606774,0,2068.2810321,17.0524341145549
90492,212.84445,680.65034635,71.04453826,36.40525441,68.424351365,0,961.919147715,12.5765444921339
90493,408.02050315,995.5955736,86.084936385,52.211899955,184.21286195,0,1587.8289387,16.305013811854
90494,209.96280125,739.09960295,43.25094863,NA,232.5207327,0,1181.5831369,21.9431581101022
90495,346.3322739,1112.055366,97.2610143,NA,140.1601464,47.75896045,1646.30674675,14.9945756827255
90496,274.6461847,529.62051695,43.377391855,NA,64.804447345,0,869.071148995,18.541149369664
90497,267.24200005,606.26244355,54.090101285,NA,42.00784715,0,915.51229075,16.1490628201548
90498,214.64743625,430.12408695,44.540877075,NA,88.65960861,0,733.43113181,14.4759503077208
90499,0,0,95.90568766,NA,0,0,0,0
90500,261.5314185,480.41254705,107.36694905,NA,117.5193636,0,859.46332915,6.91035716405132
90501,0,0,163.02283645,NA,0,0,0,0
90502,338.3451004,941.47259325,122.1652249,52.55461577,207.85557595,29.081974885,1516.755244485,10.47612112774
90503,251.50125125,480.90404455,95.50095835,NA,150.7191135,0,883.1244093,7.66908844114233
90504,198.91401565,546.93948285,71.26849522,NA,173.821922,0,919.6754205,10.4654026466759
90505,0,0,NA,NA,0,0,0,NA
90506,0,0,5.8950575535,NA,0,0,0,0
90507,0,0,NA,NA,0,0,0,NA
90508,0,0,96.284858155,NA,0,0,0,0
90509,41.90394605,535.3030419,116.74505345,NA,122.3242097,73.49630626,773.02750391,4.94416654832582
90510,984.0074241,2183.0045165,301.23706645,111.71625465,380.25656895,176.96179945,3724.230309,10.5133540766494
90511,245.4921115,779.46745935,70.565319695,49.13016114,49.554775435,0,1074.514346285,14.524975941158
90512,0,0,9.3245969895,NA,0,0,0,0
90514,117.63615805,732.5839269,58.513826305,NA,122.2660277,0,972.48611265,14.5302424852252
90515,364.61818655,1166.160855,111.4931755,76.61076684,NA,0,NA,13.7298003638797
90516,152.27970055,399.57123265,44.566366295,NA,77.345102355,0,629.196035555,12.3826773209893
90517,248.43986135,430.1419342,63.900979505,NA,198.5394997,0,877.12129525,10.6192706403961
90518,263.5115778,1140.0516875,64.226414365,57.29143835,253.17733265,0,1656.74059795,21.8533648371451
90519,326.7425145,933.6391792,71.336501325,23.773928395,394.0644521,0,1654.4461458,17.6681175876269
90520,310.5026788,1108.213955,121.2830596,81.414873895,176.3035581,0,1595.0201919,11.6975663252479
90521,83.055431545,384.3462939,54.91919906,NA,112.67635705,0,580.078082495,8.51071635138664
90522,664.7175618,412.31118795,48.24602449,37.7943999,186.1289559,0,1263.15770565,22.3236787100093
90523,18.71079178,133.82085665,120.09492335,NA,0,0,152.53164843,1.27009239171141
90525,228.6652733,894.7329441,NA,NA,82.56322931,0,1205.96144671,NA
90526,224.87596435,437.6221414,51.689803435,NA,66.886549665,0,729.384655415,12.8168045092896
90527,479.7882032,1325.1521755,63.779702315,NA,146.21588875,0,1951.15626745,28.2996049399168
90528,357.95730525,640.75356445,91.797697935,42.73902156,117.5153684,0,1116.2262381,10.8794761978363
90529,177.4496342,626.3696761,68.209253425,NA,103.69731805,0,907.51662835,11.7846079518206
90530,256.8261137,668.1794595,62.36708493,37.476753015,113.7280406,0,1038.7336138,14.8316307269807
90531,515.4875948,1049.5278505,101.7188418,40.712784485,205.56295235,0,1770.57839765,15.3856986336626
90532,0,0,14.19575316,NA,0,0,0,0
90533,0,0,77.83333627,NA,0,0,0,0
90534,0,0,49.070919195,NA,0,0,0,0
90535,0,119.8851465,92.61203382,NA,69.84818334,0,189.73332984,1.29448778474089
90536,220.4598905,978.64145485,88.102948005,58.222827455,133.79636235,48.136726125,1381.034433825,13.6102295383118
90537,564.1350605,1268.2955345,136.7902161,NA,270.52583485,128.36517605,2231.3216059,13.3959185623364
90538,119.71092935,542.6707823,64.25666716,NA,43.715006445,0,706.096718095,10.3083732930104
90539,625.86615205,1991.778817,131.41119945,82.07084977,235.42080265,143.47572325,2996.54149495,19.9194968161445
90540,283.41489085,462.78541735,55.174554565,NA,79.30547428,63.47038425,888.97616673,13.5243558209594
90541,305.20813665,1188.339945,92.958648835,83.168494445,76.35628903,68.4244101,1638.32878078,16.0668006728564
90542,194.808618,549.16824615,51.913269605,30.693756075,32.779527895,42.33295856,819.089350605,14.3311502013031
90543,80.02973078,260.4141918,28.45558092,NA,47.047142145,17.542336665,405.03340139,11.9640475285718
90544,635.07625835,2087.131346,159.48772795,174.37103755,136.8799748,140.5832649,2999.67084405,17.068445574718
90546,512.27914105,1288.950332,161.9589388,71.506296195,134.8400436,114.7403133,2050.80982995,11.1215193579053
90547,183.47330365,683.15291905,63.496293645,NA,59.915364515,38.03010276,964.571689975,13.648453680544
90548,205.3459944,555.28115715,82.40031164,NA,137.50938045,42.644049855,940.780581855,9.23087712183803
90549,245.98727745,581.6606171,53.44530695,NA,160.05103035,87.28537506,1074.98429996,15.4858853243054
90550,2561.163094,3472.8879625,309.66974815,NA,1198.85314,114.56651215,7347.47070865,19.4854392221005
90551,204.8806149,622.4974235,43.296841835,NA,58.975313365,0,886.353351765,19.1094316198178
90552,114.01322455,398.1877395,34.54216064,NA,48.161334235,0,560.362298285,14.8282838872815
90553,157.16507995,757.42218185,44.762809695,NA,46.74028885,0,961.32755065,20.4318555522255
90554,0,0,69.936942695,NA,0,0,0,0
90555,323.40381525,1205.4791195,134.80709865,64.49367376,166.92578225,94.696574665,1790.505291665,11.3412642958769
90556,67.067939605,221.6259205,26.270143515,NA,65.3820503,0,354.075910405,10.9894283577156
90557,194.79535855,682.7534712,53.08981856,16.203300385,76.13923032,0,953.68806007,16.5295126928759
90558,466.0506056,1241.527883,71.37794573,54.840437435,215.5319582,0,1923.1104468,23.9230545392722
90559,118.2622443,449.81475165,35.71825486,NA,77.54346258,0,645.62045853,15.9043883352256
90560,374.4258226,1245.6141215,77.443887635,45.83272517,112.92505525,21.430506595,1754.395505945,20.9188871268368
90561,141.66323025,227.26003415,49.15660181,NA,52.89216519,0,421.81542959,7.50506037471755
90562,658.34715,1646.977454,74.891910235,62.20651436,145.66457225,0,2450.98917625,30.7820243437005
90563,393.01199245,632.88053455,69.73754771,NA,81.03150981,0,1106.92403681,14.7107628628715
90564,262.02892805,1146.5189115,49.82443253,30.10163617,69.271308815,0,1477.819148365,28.2702234230544
90565,316.3812645,665.1704728,56.272883985,NA,40.407520475,0,1021.959257775,17.4427125071756
90566,389.51645685,1220.9504135,76.95486439,56.78947872,223.16390305,0,1833.6307734,20.9274213282776
90567,293.2573365,921.02874515,97.81622532,39.638781235,180.9887544,34.090671445,1429.365507495,12.4139535918252
90568,0,0,4.788297812,NA,0,0,0,0
90569,302.3207546,1614.5810125,67.121998915,60.042202755,235.20910845,0,2152.11087555,28.5584726034079
90570,651.6889509,1628.592783,164.03427745,101.46282605,187.2882798,43.62138684,2511.19140054,13.9012514295682
90571,186.6208919,528.83894685,60.73870068,28.94285055,26.32458188,0,741.78442063,11.7793076035554
90572,137.2683528,547.89681445,59.49486428,NA,112.46277695,39.82222884,837.45017304,11.5163749937375
90573,132.0208079,397.7106598,32.57989171,NA,83.732572585,0,613.464040285,16.259460664119
90574,146.675977,554.1437739,43.75870085,NA,45.54394584,0,746.36369674,16.0155520453483
90575,181.2592713,778.307125,52.05425345,49.682912015,67.55608939,0,1027.12248569,18.4339671151311
90576,0,210.03660375,67.421497735,339.4847789,143.7959434,0,353.83254715,3.11527644454812
90578,434.9975156,1310.1922705,69.756805505,NA,169.95563015,0,1915.14541625,25.018201069642
90579,446.61361905,1117.018251,107.4728923,NA,284.0651385,111.0963651,1958.79337365,14.5490815087145
90580,462.96215535,2610.966066,137.5424102,128.00036325,333.61069235,66.225924675,3473.764838375,22.3489483489508
90581,143.79827965,567.1139693,32.118852905,NA,74.069726165,0,784.981975115,22.1337994558122
90582,172.2037154,458.9255655,30.90170724,NA,48.39828656,0,679.52756746,20.4237673989432
90583,431.8833885,1647.104744,107.53153255,61.109896665,439.54844435,58.62409012,2577.16066697,19.3337533949245
90584,152.0702271,296.25565285,40.95845142,NA,33.03397911,0,481.35985906,10.9458698853805
90585,804.20504025,1376.5522335,75.258501545,49.88221263,253.52870035,40.95969262,2475.24566672,28.9768893743658
90586,372.14249495,785.04095075,62.971658075,NA,180.02050195,0,1337.20394765,18.3762581623908
90587,133.23981255,340.9819731,52.979481025,NA,61.72618595,0,535.9479716,8.95104626310371
90588,380.23799375,1095.2445215,101.21919,NA,250.59562185,0,1726.0781371,14.5771025756084
90589,430.9596438,1547.215633,203.1988851,62.42316641,424.0908975,76.688026095,2478.954200395,9.73516796524983
90590,267.15119995,309.8832733,51.56085011,NA,151.8780076,0,728.91248085,11.1913297010998
90591,561.85455225,994.2424788,138.2775733,52.71105596,153.94864565,83.06752948,1793.11320618,11.2534302845623
90592,748.13751605,1764.024149,166.107115,61.41386,453.4657565,51.973929655,3017.601351205,15.1237450909312
90593,146.427616,432.54661805,39.133083215,NA,91.79145646,0,670.76569051,14.795006845463
90594,189.9334866,711.02282935,46.57284275,NA,109.49465355,0,1010.4509695,19.3451003363972
90595,79.70441671,232.53561245,41.982976945,NA,16.964266385,0,329.204295545,7.43730082716744
90596,0,0,NA,NA,0,0,0,NA
90597,0,0,NA,NA,0,0,0,NA
90599,0,0,NA,NA,0,0,0,NA
90600,0,0,22.70587219,NA,0,0,0,0
90601,268.2389547,598.7800904,73.833829745,42.59132894,150.90630095,0,1017.92534605,11.7428426521342
90602,413.05006415,1142.8809865,46.55346055,NA,36.42870149,0,1592.35975214,33.4224573698206
90603,445.1728993,1414.880583,60.55900336,57.2376645,58.10727054,0,1918.16075284,30.7147307435477
90604,182.9683574,640.00822945,53.256761605,17.382755995,106.57746045,0,929.5540473,15.4529971790988
90605,0,0,NA,NA,0,0,0,NA
90606,582.4157128,1618.637238,146.27887395,84.671442435,215.99018285,52.06724242,2469.11037607,15.0469640035126
90607,245.00649405,546.0325805,41.99733811,NA,69.760416055,0,860.799490605,18.835457439662
90608,325.13412205,1118.0173125,91.90543712,29.53528364,90.73711579,23.097855675,1556.986406015,15.7025686376497
90609,152.053599,676.3817598,42.8333477,NA,42.73846683,0,871.17382563,19.3408968311856
90610,162.273038,619.70980295,45.341438545,NA,39.92865853,0,821.91149948,17.2465379582941
90611,170.5815299,405.1529181,43.333125845,NA,47.3162553,0,623.0507033,13.2862431863182
90613,317.22084675,1080.7190465,90.439913565,59.927736095,211.11449935,0,1609.0543926,15.4571122212018
90614,281.30715315,911.2772677,75.834798075,NA,95.91062999,0,1288.49505084,15.7260842136158
90615,627.66473665,969.9365009,152.7160476,116.7882554,322.61481945,51.11631148,1971.33236848,10.4612531731734
90616,611.4547504,1056.4952275,64.283513465,NA,104.0316927,0,1771.9816706,25.9467768327277
90617,60.19301745,134.6809671,18.749688405,NA,28.924084795,0,223.798069345,10.393451898541
90618,104.9643046,257.201956,27.716649795,NA,19.316878105,0,381.483138705,13.0667401463987
90619,166.130606,803.2644387,34.427773495,NA,107.09135165,0,1076.48639635,28.1573551319195
90620,418.324866,1469.7140195,114.8180816,81.546576685,229.5610757,73.854365145,2191.454326345,16.4437417799532
90621,14.66124964,47.99055474,7.6077352395,NA,0,0,62.65180438,8.23527665036325
90622,85.139343575,236.92862575,16.27157978,NA,34.189589885,0,356.25755921,19.7932821323757
90623,126.3820551,330.0344344,28.79519765,NA,52.03322127,0,508.44971077,15.8504378072918
90624,125.78653105,461.31729515,30.645379515,NA,50.73543139,0,637.83925759,19.1579884306093
90625,60.031463085,173.9382362,18.534484575,NA,43.195697825,0,277.16539711,12.6234802126943
90626,478.4813109,1171.762324,45.99312429,NA,38.28946054,0,1688.53309544,35.8802247156496
90627,379.16156575,1450.7601895,91.079074365,26.505631415,91.460477525,0,1921.382232775,20.091571724989
90629,88.316542455,320.53098815,25.862533725,NA,36.135154705,0,444.98268531,15.8084870938143
90630,94.199128245,391.97699705,27.08617529,NA,30.768497885,0,516.94462318,17.9492349912722
90631,59.18697299,177.45518345,18.566403675,NA,19.77178871,0,256.41394515,12.74571858839
90632,26.655153455,125.27802685,9.306312258,NA,0,0,151.933180305,16.3258201630182
90633,56.52764874,303.16682335,18.542216635,NA,0,0,359.69447209,19.3986770390249
90634,165.47140505,518.24163545,32.232869385,NA,72.03219225,0,755.74523275,21.2116716117795
90635,172.85590735,577.1020271,42.096687205,NA,37.08159103,0,787.03952548,17.8151295088352
90636,54.97508474,259.26084895,16.481969045,NA,37.111190395,0,351.347124085,19.0654364676972
90637,34.321472485,164.0298945,16.63293368,NA,0,0,198.351366985,11.9252184131236
90638,0,0,6.091187781,NA,0,0,0,0
90639,149.70759675,564.5760466,31.080821795,NA,130.8892145,0,845.17285785,22.9814915468196
90642,628.98777365,1948.88982,261.91988395,94.553918655,183.6962091,92.506005345,2854.079808095,9.84223707941972
90643,292.22890295,1401.7579885,68.88204374,NA,118.3107521,0,1812.29764355,24.5925759381366
90644,282.88285215,691.1147713,67.16028847,NA,89.61502298,0,1063.61264643,14.5025824879397
90645,367.7605496,777.7173653,178.5526175,48.721529255,129.47438555,44.30524391,1319.25754436,6.41535212946402
90646,336.4230765,1041.8622715,95.74608761,60.04766216,283.12422875,0,1661.40957675,14.3952132395648
90647,116.18366895,382.3219384,59.83160465,NA,65.856293635,0,564.361900985,8.33181075898154
90648,224.86860335,731.51188325,44.08281154,NA,77.311031395,0,1033.691517995,21.695088248448
90649,315.39698,1483.649212,88.39905469,60.2674142,404.4048935,24.728977,2228.1800625,20.3514188959253
90650,16.829493005,95.276489255,154.1263032,NA,0,0,112.10598226,0.727364375401434
90651,0,28.16658617,99.95342595,NA,0,0,28.16658617,0.281797106025059
90652,0,0,81.574776395,NA,0,0,0,0
90653,0,36.29621718,288.5248258,NA,0,0,36.29621718,0.125799286350353
90654,35.653757935,182.73494665,43.654934335,NA,31.228495545,0,249.61720013,5.00261214251578
90656,393.6099448,995.9647512,NA,NA,171.36418745,0,1560.93888345,NA
90657,0,21.61314029,8.1445287025,NA,0,0,21.61314029,2.65370054910185
90658,278.99548735,845.86611865,66.49164682,61.871469485,88.003030365,0,1212.864636365,16.917337136274
90659,0,0,5.99078226,NA,0,0,0,0
90660,39.5650214,491.60434325,NA,NA,50.106260545,0,581.275625195,NA
90661,20.88175825,331.40646005,130.31623165,71.506431905,119.74660415,0,472.03482245,2.70333337481832
90662,85.72213247,772.54166805,248.1810607,140.90153815,455.18945565,133.44006285,1446.89331902,3.458216344548
90663,0,0,16.978934045,NA,0,0,0,0
90664,143.1728435,700.88729925,71.879929985,NA,27.300265805,0,871.360408555,11.7426400238027
90665,378.50426695,1164.320978,58.396190335,22.541374405,337.9607937,0,1880.78603865,26.4199639753777
90666,110.91672595,1102.5301995,70.56492437,121.86705875,428.46005175,0,1641.9069772,17.1961769431994
90667,0,0,13.925410695,NA,0,0,0,0
90668,77.1810689,388.9391351,NA,148.40923055,110.7961555,0,576.9163595,NA
90669,476.4919054,1843.325141,99.56851449,62.1244654,146.31897315,0,2466.13601955,23.2987009827588
90670,200.0707089,841.60917945,59.20180698,NA,112.13711225,0,1153.8170006,17.5954069898898
90671,59.322574395,478.3972,130.7026728,NA,190.193219,0,727.912993395,4.11406869404893
90672,0,215.11186695,61.11376785,179.7710834,286.1865978,0,501.29846475,3.5198593462275
90674,498.80600775,2194.8095725,150.38579205,187.07423035,143.93360925,0,2837.5491895,17.9113701070539
90675,0,191.4015972,NA,301.39162245,584.43443165,0,775.83602885,NA
90676,0,0,44.47160954,NA,0,0,0,0
90677,0,203.00202105,53.339096485,284.699571,282.51575875,0,485.5177798,3.80587663510739
90684,78.70716738,252.09163545,38.96937744,NA,39.86625518,0,370.66505801,8.4886858492754
90686,238.38266205,686.588246,100.48052161,NA,130.3666513,0,1055.33755935,9.20547478485567
90687,228.0874464,632.85896745,58.245115815,NA,47.732824005,0,908.679237855,14.7814353496105
90688,266.5354892,1087.2971585,83.870464115,NA,143.4244216,61.97287698,1559.22994628,16.1419477283883
90689,278.822554,918.82908285,98.58933923,NA,169.7887731,0,1367.44040995,12.1478817710299
90690,0,200.98069345,130.68711955,NA,86.37951386,45.32667901,332.68688632,1.53787683240739
90691,391.6464269,840.95908385,89.053770695,NA,136.52964815,0,1369.1351589,13.8411377882195
90692,39.28736749,146.20706725,19.86431231,NA,23.74660094,0,209.24103568,9.33807482711693
90693,344.69624025,1006.4951695,83.98033893,NA,116.7648351,0,1467.95624485,16.0893779063723
90694,363.77335985,1088.859098,140.6162153,70.566220025,124.0319134,0,1576.66437125,10.3304761456626
90695,381.20313935,764.18782175,138.87484835,NA,157.40493545,0,1302.79589655,8.24764869023168
90696,323.4582543,1148.525512,119.1474796,53.51090804,302.21378125,0,1774.19754755,12.3543004958369
90697,229.56660125,803.4611855,71.747085025,NA,200.2806616,45.546518695,1278.854967045,14.3981847679254
90700,20.852793355,382.52667745,108.5558438,NA,167.0133109,56.291068165,626.68384987,3.71587062183565
90701,0,0,75.18099819,NA,0,0,0,0
90702,0,132.0656194,111.4487779,NA,47.02053868,0,179.08615808,1.18498939053866
90706,0,0,102.61728095,NA,0,0,0,0
90711,814.31379885,1693.5347285,103.98453695,60.16852568,255.47050265,48.425186765,2811.744216765,24.1175140161068
90712,562.80204055,1345.0338655,152.7239063,59.224417925,129.20200705,0,2037.0379131,12.4920580691695
90713,650.19518215,803.3931756,68.76765413,NA,82.595428035,0,1536.183785785,21.1376754978744
90714,390.23920105,1130.1839595,125.30462065,56.19347555,140.83147535,0,1661.2546359,12.1338155980444
90715,417.8867283,927.5402376,136.21187325,68.80432184,169.49637815,0,1514.92334405,9.87745733024782
90716,684.5998261,1328.265451,169.3089258,65.27590262,281.577857,59.271065835,2353.714199935,11.8887132948782
90717,0,0,7.9506283975,NA,0,0,0,0
90718,0,55.547212745,40.876324355,382.1508254,177.34659825,0,232.893810995,1.35890918817913
90720,134.74154375,325.90396275,38.03971385,NA,86.88084841,0,547.52635491,12.1095944179927
90722,689.7464813,1576.6884155,79.153246305,NA,179.4847696,43.43513223,2489.35479863,28.6335052900646
90724,76.526707585,369.49954965,26.383644945,NA,NA,0,NA,16.905407049132
90726,261.1106822,424.66388655,60.7720901,NA,35.1011351,0,720.87570385,11.284367011593
90727,591.20696895,1747.824149,103.91576145,74.87708617,218.0610032,77.8714222,2634.96354335,22.5089157343609
90728,701.772104,1310.0217515,198.9980528,NA,46.21006773,0,2058.00392323,10.1096157836375
90729,1210.889022,2723.44951,118.38246325,81.3442616,105.6736091,0,4040.0121411,33.2341330294122
90731,451.7101933,1000.1758981,56.853586525,NA,24.90309848,0,1476.78918988,25.5372823447395
90732,575.039748,1080.4955925,50.41792551,NA,118.0518475,0,1773.587188,32.8362447235485
90734,313.4493312,1127.215585,166.3084387,NA,291.8758763,122.72028775,1855.26108025,8.66260862925171
90735,1254.5052815,2664.251456,119.35026965,100.60136569,188.88573095,35.33194664,4142.97441509,32.834083651356
90736,1303.211742,4884.5005155,159.5195998,145.8175823,523.3929542,218.3260615,6929.4312732,38.789667634936
90737,806.7238916,2297.568665,127.02395725,NA,122.4493162,60.17633712,3286.91820992,24.4386383781946
90738,0,0,64.67645442,NA,0,0,0,0
90739,1543.784593,4155.6168995,203.7083803,169.19157155,367.2763161,150.3796309,6217.0574395,27.9782377342873
90740,415.67162605,1624.3049605,116.8919082,97.062888325,138.67197625,39.15368717,2217.80224997,17.4518203865715
90741,360.5211312,752.3017018,68.202485495,NA,69.70076795,0,1182.52360095,16.3164556969347
90742,128.3398809,447.75103495,28.4711698,NA,76.801586705,0,652.892502555,20.2341849631342
90743,676.4057434,1818.9547985,174.06212055,77.95356149,179.36556735,109.6738274,2784.39993665,14.3360343652897
90744,296.37060365,753.4653451,60.79769015,NA,184.63314475,41.80568624,1276.27477974,17.2676946469487
90745,517.9089437,1270.5893065,110.43299045,71.543730815,216.4966749,36.063017115,2041.057942215,16.1953257166369
90746,285.5997217,739.8530189,78.748960465,NA,137.84750785,0,1163.30024845,13.0217939963254
90747,231.2341161,580.49425145,44.60402189,NA,90.902519485,0,902.630887035,18.1985465246125
90748,1232.017205,3990.238739,168.7792503,127.3962146,230.90451435,40.509506525,5493.669964875,30.9413386699941
90749,1081.22244,2393.7433055,98.061890305,53.37458121,132.9777719,25.6619805,3633.6054979,35.436454821459
90751,309.779587,1096.3241405,71.169914595,58.45101495,469.26558685,0,1875.36931435,19.7569961338521
90752,3117.223904,6791.6255555,215.38827045,107.62173915,479.48051885,376.01186275,10764.3418411,46.0045917950775
90753,1078.560776,3598.355334,117.0238124,105.88432855,375.41763085,151.24797215,5203.581713,39.9655079943371
90754,966.71206575,2107.9115235,76.450062275,NA,79.831837195,0,3154.455426445,40.2174111799963
90755,498.9774542,1582.2669505,99.310922465,33.77100885,44.866968935,0,2126.111373635,20.9568530131566
90756,884.1062757,1317.426963,109.20920075,53.463745445,112.2921098,49.328097845,2363.153446345,20.1588622898149
90757,1127.5131445,2165.623438,146.85896045,93.54790273,70.44209704,0,3363.57867954,22.4238042568822
90758,346.00742525,1062.5383645,77.157949115,NA,125.2620235,0,1533.80781325,18.2553554871013
90759,283.7557773,1652.9479895,191.40776485,170.0968956,216.6151112,79.913364555,2233.232242555,10.118208988636
90760,1194.225109,2714.6575235,154.92755375,92.054256285,387.0971152,169.12009215,4465.09983985,25.2303901913251
90761,25.5620844,181.02634225,102.478871,NA,41.97945176,0,248.56787841,2.01591239866411
90762,26.69931981,131.8820841,9.684274584,NA,0,0,158.58140391,16.3751453487288
90763,293.81090215,1271.748474,212.3395719,1049.7337215,347.9760629,0,1913.53543905,7.37290445742864
90764,0,0,8.137041911,NA,0,0,0,0
90765,0,112.88024075,65.28091699,722.89555425,163.2692761,0,276.14951685,1.72914606526271
90766,0,367.78967775,189.80011145,1101.1371475,574.37806975,55.850177315,998.017924815,1.93777377125982
90767,0,0,68.00604345,NA,0,0,0,0
90768,0,0,8.484628703,NA,0,0,0,0
90769,463.8387447,1746.6601185,112.53969045,56.203591525,198.1183473,30.32587664,2438.94308714,19.6419490258159
90770,450.7505184,1714.98538,73.202213765,74.83656657,144.3218195,0,2310.0577179,29.5856612390526
90771,279.2778108,1064.3714705,93.20214452,81.132917265,126.70634725,0,1470.35562855,14.4165060602406
90772,0,37.120577595,7.5438478895,NA,0,0,37.120577595,4.92064237491675
90773,313.36361145,816.7386087,93.26413026,22.235129055,73.348750075,0,1203.450970225,12.1172225270264
90774,297.17181425,738.88992595,95.72341039,NA,48.350162915,0,1084.411903115,10.8234938138835
90775,415.6402392,1275.8715265,87.917081115,59.19335114,127.13384345,0,1818.64560915,19.2398535557319
90776,594.8495423,893.6547351,190.1671934,100.213316015,154.0462763,74.32048021,1716.87103391,7.82734524702724
90777,276.3473631,713.1260615,73.79844248,23.489345825,33.03857791,0,1022.51200251,13.4077819442891
90778,304.2732793,890.82042425,73.110538325,55.302275475,36.213689,0,1231.30739255,16.3463945271121
90779,355.31360095,1047.699096,95.99968424,70.406423815,53.35981132,0,1456.37250827,14.6147636636226
90782,353.17178625,1345.9589895,117.74626105,78.67497775,52.09290618,16.321574405,1767.545256335,14.43044357076
90783,454.1848287,1791.487471,154.70035815,90.386483,39.19834478,0,2284.87064448,14.5162708513096
90784,444.30247495,1211.7068605,76.81520478,60.95216477,63.359410295,0,1719.368745745,21.5583534561008
90785,578.472193,1569.4599225,176.05104725,127.06123015,310.76024235,0,2458.69235785,12.200621064468
90786,242.9871396,742.42154315,82.54381096,NA,232.35931435,0,1217.7679971,11.9380080867301
90788,467.4454718,863.31155325,123.89160945,64.88947068,144.4527634,0,1475.20978845,10.7413006494767
91581,955.7609288,2358.1466515,195.94870665,92.141764975,158.01481775,12.05121751,3483.97361556,16.9121176503565
91583,729.8530874,1850.4801985,188.3142991,84.21767002,509.85026245,218.15935305,3308.3429014,13.7022695474111
91585,759.41252315,1937.997487,95.976118185,86.45912742,102.76154515,0,2800.1715553,28.1050125923052
